ROW_ID,GENDER,WEALTH,LASTGIFT,AVGGIFT,DONOR,TOTAL
839,0,2,20,16.625,0,133
840,1,8,15,8.555555556,1,77
841,1,8,10,8.5,1,51
842,1,8,5,5.285714286,1,37
843,1,1,5,4.791666667,0,115
844,0,6,12,8.5,1,170
845,1,8,5,4.4,1,110
846,1,3,5,7.612903226,0,236
847,0,8,16,13,0,26
848,1,8,11,8.333333333,1,25
849,0,3,5,10,1,50
850,1,7,15,10.4,1,52
851,0,9,25,15,0,60
852,1,4,12,9,1,63
853,1,4,20,17.09090909,1,188
854,1,8,3,4.125,1,33
855,0,8,20,20,0,20
856,0,8,20,12,0,36
857,1,4,15,15,1,45
858,1,3,5,5.111111111,0,92
859,0,8,50,50,0,50
860,0,8,10,8.75,0,35
861,0,8,50,22.5,1,225
862,1,8,9,7.428571429,1,208
863,1,8,7,3.8,1,57
864,0,8,27,24.75,0,99
865,1,8,6,6.5,1,52
866,0,8,15,10.5,0,105
867,1,3,21,12,0,72
868,1,8,5,4.9,0,49
869,1,5,20,16.55555556,0,447
870,1,8,10,12.28571429,1,86
871,0,7,10,7.375,1,118
872,1,5,8,6.588235294,1,112
873,1,8,15,11.75,0,94
874,0,8,10,10.2,0,204
875,0,8,15,10,1,20
876,1,8,50,37.5,0,75
877,1,8,5,4.25,1,34
878,0,7,14,10.6,0,106
879,1,7,14,10.61904762,0,223
880,1,0,6,4.863636364,1,107
881,1,8,10,7.583333333,1,91
882,1,9,20,15,1,75
883,1,8,3,2.883333333,1,43.25
884,0,4,10,6.615384615,0,86
885,1,8,15,10.33333333,0,31
886,1,5,10,8.090909091,0,89
887,0,6,6,5.5,1,44
888,0,1,10,6.25,1,75
889,0,8,12,11.33333333,1,34
890,0,7,4,4.105769231,1,106.75
891,0,6,32,17.66666667,1,159
892,0,6,5,5.608695652,0,129
893,1,8,9,9,0,36
894,1,7,6,12.9,1,129
895,1,0,5,4.302325581,1,185
896,1,8,7,5.25,1,42
897,1,8,20,11,0,33
898,1,8,15,14.33333333,0,86
899,1,5,10,6.5625,0,105
900,0,3,17,11.875,0,95
901,1,8,25,15,0,30
902,1,2,20,11.26666667,1,169
903,1,8,5,5.05,1,101
904,1,3,15,10,1,50
905,1,8,24,12.5,1,250
906,1,8,15,15.375,0,123
907,1,5,5,5.272727273,1,174
908,1,8,35,27.5,0,55
909,1,0,14,8.058823529,1,137
910,1,8,20,10.55172414,1,306
911,1,5,20,12.66666667,1,152
912,0,3,10,8.473684211,1,161
913,1,8,15,15,0,15
914,1,3,10,12.92857143,1,181
915,1,7,10,8.25,0,99
916,1,8,10,4.833333333,0,87
917,0,8,20,10,1,50
918,0,4,11,8.615384615,1,112
919,1,8,6,6.5,1,26
920,1,2,25,18.2,0,91
921,1,8,10,8.75,0,35
922,1,8,10,8.5,0,34
923,0,8,3,3.35516129,1,104.01
924,1,8,7,6.2,0,31
925,1,8,20,15.33333333,1,46
926,1,8,16,13.5,1,108
927,0,8,10,5,1,50
928,0,8,15,12.14285714,1,85
929,1,2,10,9.153846154,0,119
930,0,0,5,4,1,96
931,1,0,5,3.0625,1,98
932,1,5,8,6.357142857,1,89
933,1,8,5,4.142857143,1,29
934,1,8,16,11,0,187
935,1,8,15,13.2,1,66
936,1,8,8,6.111111111,1,55
937,1,8,8,6.153846154,1,80
938,0,5,20,13.18181818,0,145
939,1,0,5,2.138888889,0,77
940,1,2,15,11.33333333,1,102
941,1,8,6,4.3125,1,69
942,1,8,14,11.6,0,116
943,0,8,25,25,0,25
944,0,8,15,12.2,0,61
945,1,8,3,3.444444444,1,31
946,1,3,50,37.2,1,186
947,1,6,8,7.6875,1,123
948,1,5,8,9.517241379,1,276
949,0,8,32,15.66666667,1,47
950,0,8,10,6.5,0,104
951,0,8,20,11.85714286,1,83
952,1,8,7,6.466666667,1,97
953,1,8,5,9.8,0,49
954,0,8,13,5.375,0,21.5
955,0,8,6,4.571428571,0,32
956,0,8,6,6.58974359,0,257
957,1,8,7,5.833333333,1,70
958,0,5,10,10,0,110
959,0,6,7,5.95945946,1,220.5
960,0,1,11,8.166666667,0,196
961,1,8,8,5.916666667,0,71
962,0,2,5,4.692307692,0,122
963,1,5,15,16.76923077,0,218
964,0,8,10,5.3,1,106
965,0,8,20,15.33333333,1,92
966,0,2,3,5.666666667,0,102
967,1,6,12,8.578947368,1,163
968,0,9,10,7.076923077,1,92
969,1,8,7,6.84375,1,219
970,0,7,25,16.5,1,132
971,1,8,3,3.444444444,1,31
972,1,9,15,16.83333333,0,101
973,1,8,5,6.4,1,32
974,1,6,5,8.0625,1,129
975,0,1,6,5.837209302,0,251
976,0,8,12,4.416666667,1,53
977,0,0,31,26.57142857,1,186
978,1,4,10,7.7,0,77
979,0,2,7,5.1,1,153
980,1,8,9,9.071428571,1,127
981,1,8,9,5.862142857,0,246.21
982,0,8,6,5.5,1,33
983,0,8,15,10,1,20
984,1,8,15,15,0,15
985,0,7,15,14.75,0,118
986,1,8,10,5.4,0,54
987,1,8,16,9,1,135
988,1,4,15,11,0,121
989,1,8,4,4.888888889,0,44
990,1,0,10,12.4,0,682
991,0,3,12,12.66666667,1,152
992,1,3,15,14.07142857,1,197
993,1,9,20,14.5,1,58
994,1,6,4,3.4,0,68
995,0,7,17,13.4,0,67
996,0,3,8,6.3125,1,202
997,1,0,5,4.5,1,99
998,1,8,15,8.384615385,0,109
999,1,6,10,6.842105263,0,130
1000,0,8,20,8.230769231,0,107
1001,0,8,17,15.66666667,0,94
1002,1,9,60,8.887714286,1,311.07
1003,1,8,5,4.5,1,81
1004,1,8,5,4.4,0,66
1005,1,8,12,10.66666667,1,64
1006,0,8,10,8,0,32
1007,1,8,10,8.666666667,1,52
1008,1,3,10,7.523809524,1,158
1009,0,8,10,7.846153846,1,102
1010,1,8,5,10.65,0,213
1011,0,8,4,4.5,1,27
1012,0,1,10,9.722222222,1,175
1013,1,8,10,9.166666667,1,55
1014,1,3,6,5.6875,0,91
1015,0,8,20,11.25,0,45
1016,1,8,8,7.230769231,0,94
1017,1,8,5,5.470588235,0,93
1018,0,4,20,9.25,1,111
1019,1,8,5,4.833333333,1,29
1020,1,8,17,16,0,32
1021,1,8,20,18.5,0,74
1022,1,8,13,7.5,0,30
1023,1,3,10,10.4,1,104
1024,0,8,4,4.111111111,1,37
1025,1,8,10,7.5,1,30
1026,1,8,5,5,0,45
1027,1,8,15,11.75,0,47
1028,0,4,3,5.055555556,1,91
1029,1,8,14,11.05882353,1,188
1030,1,2,27,23.94472574,0,5674.9
1031,1,3,15,11.625,1,186
1032,0,2,10,9.714285714,1,68
1033,0,7,14,7.4,1,74
1034,1,1,10,6,1,186
1035,0,8,10,10,0,50
1036,1,5,90,16.86666667,1,1012
1037,0,8,5,3.555555556,1,32
1038,0,8,10,7.25,0,29
1039,0,8,5,6.75,0,27
1040,1,8,20,20,1,80
1041,0,9,40,20,1,180
1042,0,8,10,7.714285714,0,54
1043,1,8,10,7.375,1,59
1044,1,8,15,9,0,18
1045,1,2,12,8.363636364,0,92
1046,1,1,26,15.4375,1,247
1047,1,8,8,6,0,30
1048,0,0,10,6.846153846,1,89
1049,1,5,20,17.71428571,1,124
1050,1,0,50,24.22222222,1,218
1051,1,8,12,10.5,0,42
1052,1,8,14,13,0,39
1053,0,1,5,4.9,0,83.3
1054,0,8,15,10.25,1,82
1055,1,8,35,15.66666667,0,47
1056,0,8,15,15,0,15
1057,1,9,28,32.41666667,1,389
1058,1,1,10,7.619047619,1,160
1059,1,8,5,6,0,30
1060,0,4,50,28.18181818,0,310
1061,1,8,6,6.933333333,1,104
1062,0,8,25,17,0,119
1063,1,6,5,5.947368421,1,113
1064,1,7,9,9,0,135
1065,1,3,14,8.826086957,1,406
1066,1,3,5,5.285714286,1,222
1067,0,8,5,4.866666667,1,73
1068,1,8,25,25,1,25
1069,1,8,10,9.333333333,0,56
1070,0,8,10,7.142857143,0,50
1071,1,5,10,7.05,1,141
1072,1,5,10,9.4,0,188
1073,0,5,10,9.5,1,190
1074,0,3,25,16.66666667,0,50
1075,0,8,5,4.764705882,1,81
1076,1,5,3,3.083333333,1,74
1077,0,0,9,6.208333333,1,149
1078,1,8,10,8.714285714,1,305
1079,1,5,7,8.235294118,1,140
1080,0,8,5,8.642857143,0,242
1081,1,8,7,6.571428571,0,138
1082,1,8,5,5.75,1,46
1083,1,8,20,11.7,1,117
1084,1,0,6,9.888888889,1,267
1085,1,8,10,5.9375,1,95
1086,1,8,9,6.888888889,1,62
1087,1,8,6,5.5,0,33
1088,1,8,11,10.81818182,0,119
1089,0,5,14,9.916666667,1,119
1090,1,8,25,22.5,1,45
1091,1,8,25,19.16666667,1,115
1092,0,8,7,6.952380952,0,146
1093,1,8,25,21.66666667,0,65
1094,1,8,15,9.166666667,1,55
1095,1,3,7,6.733333333,1,202
1096,1,7,15,10.57142857,1,74
1097,0,3,12,10.1,0,101
1098,1,3,10,8.941176471,0,152
1099,0,8,9,6,1,66
1100,1,8,15,11.44444444,1,103
1101,0,8,15,13.66666667,0,41
1102,0,8,14,7,1,56
1103,1,8,20,10,0,30
1104,1,8,8,7,0,56
1105,1,8,20,13.25,1,159
1106,1,8,15,9,1,27
1107,0,8,20,16.66666667,0,50
1108,1,9,30,19.25,1,231
1109,1,8,5,6.733333333,1,101
1110,1,5,10,9.454545455,1,104
1111,0,2,20,13.702,0,137.02
1112,0,8,10,5.714285714,0,40
1113,0,8,12,8.444444444,0,76
1114,1,3,6,8.958333333,1,215
1115,1,5,15,8.416666667,0,101
1116,0,8,9,6,0,24
1117,0,8,7,7.727272727,0,170
1118,1,8,6,7.4,0,37
1119,0,8,12,9.4,0,47
1120,1,8,10,11.5,1,46
1121,0,1,50,40.875,1,327
1122,1,9,10,19.59090909,0,431
1123,1,6,10,10.5625,0,169
1124,1,4,12,8.045454546,1,177
1125,1,5,15,10.33333333,1,62
1126,0,8,20,12.5,1,25
1127,1,4,16,11.45833333,1,275
1128,0,8,15,9.225806452,1,286
1129,0,1,31,20.66666667,1,124
1130,0,7,9,9.1875,1,147
1131,1,3,16,13.6,1,68
1132,1,0,5,3.576923077,1,93
1133,1,9,25,12.06666667,0,181
1134,0,8,14,11.68181818,1,257
1135,1,0,9,5.290322581,1,164
1136,1,8,10,12.25,1,49
1137,1,1,36,10.09090909,0,111
1138,0,3,25,15.92307692,0,207
1139,1,0,15,11.55555556,1,104
1140,1,8,3,3.444444444,1,62
1141,0,8,22,20.6,0,103
1142,1,8,25,11.07692308,1,144
1143,0,1,6,3.555555556,1,64
1144,0,1,13,10.83333333,1,130
1145,0,8,6,5.555555556,1,100
1146,0,8,20,20,1,20
1147,0,1,15,12.125,0,194
1148,0,8,12,8,0,32
1149,1,4,25,11.625,0,93
1150,1,2,10,10.36363636,1,114
1151,1,8,12,11,1,66
1152,0,8,10,8.5,0,34
1153,1,8,9,8.5,0,34
1154,0,3,5,4,0,60
1155,0,1,10,8.230769231,1,107
1156,1,9,20,11,1,77
1157,1,8,20,13.23076923,1,172
1158,0,6,6,4.555555556,1,82
1159,1,8,5,5,0,35
1160,1,8,15,6.25,0,50
1161,0,8,5,5,1,35
1162,0,8,10,7.444444444,0,67
1163,1,5,15,12.3,0,123
1164,1,2,16,10.73333333,1,161
1165,1,8,16,13,1,26
1166,1,1,4,4.454545455,1,49
1167,0,8,5,5.166666667,0,31
1168,1,8,15,8.322580645,0,258
1169,1,8,20,20,1,20
1170,0,2,10,7.5,1,120
1171,1,8,20,20,1,20
1172,0,3,10,7.4,1,74
1173,0,8,6,8,0,32
1174,1,8,27,23.5,0,47
1175,1,1,14,9.936052632,0,377.57
1176,0,5,10,8.904761905,0,187
1177,1,1,3,15.28571429,1,107
1178,0,8,10,6.818181818,1,75
1179,1,8,6,9.6,1,96
1180,0,8,25,15,1,45
1181,1,7,5,4.444444444,1,80
1182,1,6,5,4.111111111,1,37
1183,0,8,20,20,0,20
1184,1,9,15,11.4,0,57
1185,1,8,5,5.3,1,132.5
1186,0,2,15,11.66666667,0,70
1187,0,2,5,4.571428571,0,192
1188,1,1,5,3.357142857,1,47
1189,1,7,8,4.852941177,1,165
1190,0,4,10,9.818181818,0,108
1191,1,8,5,5.75,1,46
1192,0,8,9,7.615384615,1,99
1193,0,8,10,8.304347826,0,191
1194,1,5,10,9.791666667,0,235
1195,1,0,5,5.535714286,0,155
1196,0,8,10,7.833333333,0,47
1197,0,8,20,20,1,20
1198,0,8,12,8.75,0,35
1199,1,1,15,8.857142857,0,124
1200,1,6,5,2.9,0,87
1201,0,8,25,6.545454546,0,72
1202,1,8,25,11.08333333,0,133
1203,0,5,10,7,1,140
1204,1,5,37,18.625,0,298
1205,1,8,20,9.9,0,99
1206,1,4,9,10.35,0,207
1207,1,8,15,15,0,15
1208,1,8,9,6.714285714,0,94
1209,1,5,10,8.825396825,0,556
1210,1,9,4,3.5,0,63
1211,0,8,10,10,1,30
1212,1,9,25,12.2,1,61
1213,0,8,8,8.25,0,66
1214,0,7,52,36.36363636,1,400
1215,0,8,11,6.380952381,1,134
1216,0,8,12,10.22222222,1,92
1217,1,9,15,10,1,70
1218,0,5,7,4.966666667,0,149
1219,0,4,28,10.69565217,0,246
1220,0,5,5,4.666666667,0,98
1221,0,8,10,9.25,1,37
1222,0,8,5,11,0,22
1223,1,5,25,7.25,1,261
1224,0,5,7,7.3125,1,117
1225,1,5,10,12,1,216
1226,1,8,10,10,1,60
1227,0,8,20,9.333333333,0,28
1228,0,8,5,5.227272727,1,287.5
1229,0,8,5,3.875,1,31
1230,1,9,10,7.294117647,0,124
1231,1,7,20,13.5,0,243
1232,0,5,15,11.5,0,69
1233,1,8,10,11.13636364,1,245
1234,0,8,10,8.2,0,41
1235,0,5,9,6.866666667,0,103
1236,0,3,4,5.260869565,0,121
1237,1,1,5,6.304347826,0,145
1238,0,8,15,15,0,15
1239,1,8,10,8.428571429,1,118
1240,1,8,20,20,0,40
1241,0,5,20,11,0,55
1242,0,5,7,6.555555556,0,59
1243,0,5,25,48.52941177,1,825
1244,1,8,15,12.5,1,25
1245,0,4,5,7.333333333,1,132
1246,1,8,25,18.3,0,183
1247,1,8,25,25,0,50
1248,0,7,25,14.66666667,0,88
1249,1,8,14,9.875,1,79
1250,1,8,10,6.75,0,27
1251,1,7,7,7.25,0,58
1252,1,7,22,14.82352941,1,252
1253,1,8,10,7.5,1,45
1254,1,0,4,4.411764706,1,75
1255,0,8,15,9.888888889,0,89
1256,1,4,12,10.875,1,261
1257,0,0,21,13.5,0,54
1258,1,8,3,3.407407407,1,92
1259,1,4,10,4.475694444,0,322.25
1260,0,8,11,9.384615385,1,122
1261,1,8,10,10,0,30
1262,0,8,15,6.666666667,0,60
1263,1,8,7,6.666666667,1,100
1264,1,8,10,10.66666667,1,32
1265,0,3,20,15.4,0,77
1266,0,8,7,5.1875,1,83
1267,0,8,11,7.736842105,1,147
1268,0,8,5,4,1,60
1269,0,8,3,4.3,1,43
1270,1,3,20,12.75,0,51
1271,1,9,21,14.4,0,72
1272,1,8,10,10,1,60
1273,1,1,20,16.5,0,66
1274,0,8,7,7.666666667,1,23
1275,1,1,5,5,0,45
1276,0,8,15,15,0,15
1277,1,8,5,6.2,0,62
1278,0,8,25,15,0,30
1279,0,4,20,10.25,0,41
1280,1,8,15,15,1,15
1281,0,9,4,8.5,1,68
1282,0,2,16,13.82352941,1,235
1283,1,5,3,4,1,48
1284,1,9,10,8,0,88
1285,0,8,20,15,0,45
1286,1,8,6,6,0,66
1287,1,8,15,11.25,1,45
1288,1,9,35,20.5,0,164
1289,0,8,8,5.8,1,58
1290,1,8,12,7.4,0,37
1291,0,8,100,100,0,100
1292,1,8,12,10.5,0,42
1293,1,8,75,42.5,1,85
1294,0,8,10,8,1,32
1295,1,5,11,6.852941177,1,233
1296,1,9,5,4.973684211,1,189
1297,1,8,20,10,0,50
1298,0,8,16,15.33333333,1,46
1299,1,8,20,20,0,20
1300,0,5,7,8.222222222,1,74
1301,1,6,7,5.8125,1,93
1302,1,3,16,9.111111111,0,82
1303,0,7,16,8.769230769,1,114
1304,0,8,5,4.454545455,1,49
1305,0,8,20,13.8,1,69
1306,1,3,20,16.25,0,65
1307,1,8,5,3.3,1,33
1308,1,2,20,13.125,0,105
1309,0,0,10,7.714285714,1,108
1310,0,8,5,4.818181818,0,53
1311,1,8,10,7.333333333,1,22
1312,1,3,10,10,0,430
1313,1,7,10,4.794117647,0,163
1314,1,6,15,9.857142857,1,69
1315,1,5,25,17.91666667,1,215
1316,0,9,11,8.411764706,0,143
1317,0,8,7,5.333333333,1,32
1318,1,8,15,15,1,45
1319,1,8,5,5.5,1,66
1320,1,6,16,11.93333333,0,179
1321,1,3,15,10.66666667,0,160
1322,0,8,25,12.5,0,100
1323,1,3,16,13.5,1,108
1324,0,1,20,23,0,184
1325,1,8,10,10.5,1,147
1326,1,8,6,4.666666667,1,42
1327,1,8,16,13.75,0,110
1328,0,5,5,5.628571429,1,197
1329,0,3,5,4.75862069,0,138
1330,1,8,10,10.5,1,42
1331,0,4,15,16.64705882,0,283
1332,1,8,21,13,0,26
1333,0,9,25,17.875,0,143
1334,1,5,5,4.875,0,117
1335,1,3,12,5.8125,1,93
1336,1,8,6,5.5,0,44
1337,0,8,5,5.333333333,0,32
1338,0,8,10,7.333333333,1,22
1339,1,0,15,10.54761905,1,443
1340,1,8,10,11.4,0,57
1341,1,0,5,8.388888889,1,151
1342,0,7,20,21.66666667,0,65
1343,1,8,10,7.5,0,45
1344,1,8,5,5.285714286,1,74
1345,0,5,12,9.733333333,1,292
1346,1,0,13,8.571428571,0,120
1347,0,7,5,2.666666667,0,120
1348,1,0,5,5.052631579,0,96
1349,0,8,10,6.5,0,52
1350,0,8,20,16.5,0,33
1351,0,8,20,17.5,0,35
1352,1,8,11,7.666666667,1,23
1353,0,8,25,11.4,1,57
1354,1,1,20,12.625,1,202
1355,0,5,10,12,0,156
1356,1,6,10,7.090909091,0,78
1357,1,4,15,11.58333333,0,139
1358,1,1,6,8.466666667,1,127
1359,1,2,14,11.51351351,1,426
1360,1,8,20,16,1,80
1361,1,3,3,3.35,0,67
1362,0,8,10,6,0,54
1363,1,8,7,6.75,0,27
1364,0,8,6,8.583333333,1,103
1365,0,8,12,11,0,44
1366,1,7,20,17,1,153
1367,1,5,5,3.222222222,1,87
1368,0,8,50,37.5,1,75
1369,1,1,10,8.9,1,89
1370,0,8,10,6,0,30
1371,0,8,10,10.5875,1,211.75
1372,1,8,15,12.5,1,25
1373,0,7,11,8.548387097,0,265
1374,0,8,7,4.5,0,54
1375,1,7,11,10.06666667,1,302
1376,1,8,11,8.333333333,0,50
1377,1,2,10,5.340909091,1,235
1378,1,8,20,5.666666667,0,238
1379,0,8,10,8.8,0,44
1380,1,8,15,9.5,1,19
1381,1,4,10,9.666666667,1,58
1382,1,3,10,5.884615385,1,153
1383,0,0,14,6.866666667,1,103
1384,1,7,10,6.058823529,0,103
1385,0,8,10,8.666666667,1,52
1386,0,8,20,13.75,1,110
1387,1,8,5,3.375,1,81
1388,1,8,5,6.666666667,1,40
1389,1,8,20,17.66666667,1,53
1390,1,1,3,4.2,1,126
1391,0,4,17,10,0,60
1392,1,4,7,8.75,0,105
1393,1,8,19,16,0,64
1394,1,8,20,19.6,1,98
1395,0,4,8,7.176470588,1,122
1396,0,6,7,5.956521739,1,137
1397,1,8,6,5.333333333,0,32
1398,1,8,15,10.85714286,1,76
1399,1,8,30,20,0,60
1400,1,2,5,3.705882353,0,63
1401,1,4,25,17.61538462,0,687
1402,1,8,15,13.11111111,1,118
1403,1,9,25,18.2,1,91
1404,1,5,25,15.14285714,0,106
1405,1,0,10,8.222222222,0,222
1406,1,8,25,24.16666667,1,145
1407,0,5,5,5,0,135
1408,1,8,15,13.5,0,108
1409,1,1,15,10.33333333,0,186
1410,0,8,15,10.125,1,81
1411,1,6,12,8.3,1,83
1412,1,8,12,9.5,0,38
1413,1,8,15,15.25,1,61
1414,1,8,4,3.7,1,37
1415,0,8,25,19,0,38
1416,1,3,10,5.588235294,0,95
1417,1,7,11,10.16666667,0,61
1418,1,3,50,31.74285714,0,1111
1419,1,8,20,13.71428571,1,96
1420,0,8,21,19,1,76
1421,0,8,20,13.33333333,0,80
1422,1,8,25,13.125,0,105
1423,0,1,2,4.4375,1,71
1424,0,8,12,9.5,0,38
1425,0,8,7,5.266666667,1,79
1426,1,8,10,8.9375,1,143
1427,0,8,7,6.166666667,0,37
1428,1,8,10,7.5,1,45
1429,1,1,15,9.833333333,1,59
1430,0,8,11,6.75,0,27
1431,0,5,15,10.4,0,52
1432,1,8,20,14,0,56
1433,1,8,5,3.714285714,1,26
1434,0,8,20,14.28571429,1,100
1435,0,9,9,9.238095238,1,194
1436,1,8,20,15.33333333,1,46
1437,0,8,24,6.269230769,1,163
1438,0,5,10,8.470588235,0,288
1439,1,2,10,5.5,0,66
1440,1,8,9,8,0,40
1441,0,8,5,7.5,0,165
1442,1,8,10,7.4,0,37
1443,1,3,3,4.923076923,1,128
1444,1,8,6,5.916666667,0,71
1445,1,4,10,9.928571429,0,139
1446,1,8,8,6.428571429,1,45
1447,1,8,15,10,1,20
1448,0,8,5,5.25,1,84
1449,0,8,15,15,0,15
1450,0,3,12,7.181818182,0,79
1451,1,0,4,4.9375,0,79
1452,0,3,10,7.846153846,1,102
1453,1,8,10,7,1,28
1454,0,2,4,4.266666667,1,64
1455,0,9,25,25,0,125
1456,0,9,6,6.333333333,1,57
1457,1,0,8,4.068181818,0,179
1458,1,9,40,20.83333333,1,125
1459,0,8,20,10.66666667,0,32
1460,1,8,25,25,0,75
1461,0,8,20,20,1,20
1462,1,3,20,10.53846154,0,137
1463,0,0,10,5.5,1,99
1464,0,8,22,22.33333333,0,67
1465,0,5,15,16.36363636,0,180
1466,0,8,10,10,1,40
1467,0,9,20,14.8,1,370
1468,1,6,15,16.78571429,1,235
1469,0,8,20,15,1,30
1470,0,6,15,15.375,1,123
1471,0,8,10,7.75,0,31
1472,0,7,12,6.725,1,134.5
1473,1,8,15,11.6,1,58
1474,0,2,2,3.818181818,0,84
1475,1,1,6,4.965517241,1,144
1476,1,8,15,9,0,36
1477,1,8,8,6.5,0,39
1478,1,9,11,7.470588235,0,127
1479,0,9,10,9.523809524,0,200
1480,1,1,11,13,1,195
1481,1,8,15,15,0,75
1482,1,3,11,5.136363636,0,113
1483,0,9,15,10.125,1,81
1484,1,8,20,15,0,45
1485,1,8,4,3.833333333,0,46
1486,1,9,11,8.466666667,1,127
1487,0,3,8,7.885714286,0,276
1488,0,8,5,3.125,1,37.5
1489,1,3,3,3.516129032,1,109
1490,1,8,10,7.888888889,0,71
1491,0,4,6,4.2,0,84
1492,1,8,9,5.857142857,1,123
1493,0,7,21,18,0,72
1494,0,4,14,9.777777778,1,88
1495,1,8,20,15,1,30
1496,0,3,6,6.285714286,0,132
1497,0,6,5,7.785714286,1,218
1498,0,8,13,9,1,54
1499,1,0,14,9.533333333,1,143
1500,1,5,25,11.30769231,0,147
1501,1,2,10,7.523809524,0,158
1502,1,8,17,14,0,42
1503,0,8,5,5.352941177,0,91
1504,1,8,15,13.66666667,1,41
1505,1,8,20,17.22222222,0,155
1506,0,3,20,15,0,90
1507,0,8,10,9.5,0,57
1508,1,7,5,3.080645161,0,95.5
1509,0,2,100,12.07142857,1,169
1510,0,8,20,15.83333333,0,95
1511,1,8,10,6.631578947,1,126
1512,1,5,10,9.615384615,0,125
1513,1,8,10,7.714285714,1,108
1514,1,8,25,25,1,25
1515,1,6,5,4.222222222,0,114
1516,1,8,15,15,0,15
1517,1,7,7,7.25862069,0,210.5
1518,1,8,15,9.5,0,19
1519,1,2,16,12,0,36
1520,0,8,25,20,0,60
1521,0,8,7,5.285714286,1,37
1522,0,8,15,15,0,15
1523,0,3,10,3.941176471,0,67
1524,0,6,25,18.71428571,1,131
1525,1,8,20,20,0,20
1526,1,6,13,9.428571429,1,132
1527,1,0,10,10.625,1,85
1528,0,3,13,9.45,1,189
1529,1,7,50,33,1,165
1530,0,7,40,19.85714286,1,139
1531,0,5,5,3.592592593,1,97
1532,1,8,20,8.75,1,70
1533,1,8,100,100,0,100
1534,1,8,7,9.5,0,38
1535,0,8,10,7.333333333,0,44
1536,1,8,5,8.444444444,1,76
1537,0,5,3,5.266666667,0,79
1538,1,8,6,5.888888889,1,53
1539,1,8,5,5.090909091,1,56
1540,0,3,10,21.63636364,1,476
1541,1,8,9,7,0,63
1542,1,5,4,4.666666667,0,98
1543,1,9,21,13,0,78
1544,1,8,5,5.642857143,0,79
1545,1,8,5,5.384615385,1,70
1546,1,6,15,14.44444444,1,130
1547,0,8,10,15.55555556,1,280
1548,1,8,3,3.425925926,1,92.5
1549,1,4,20,12.5,1,50
1550,1,3,9,6.4,1,160
1551,1,8,15,15,0,15
1552,0,7,13,10.66666667,1,224
1553,0,9,10,6.882352941,0,117
1554,1,2,6,12.15384615,1,158
1555,0,8,5,4.142857143,0,58
1556,1,8,15,12.5,0,50
1557,0,8,6,8.666666667,0,26
1558,0,8,10,14,0,56
1559,1,9,14,9.15,0,183
1560,1,8,7,4.833333333,0,58
1561,0,6,25,13.14285714,1,92
1562,1,0,15,6.772727273,0,447
1563,1,8,15,15,0,30
1564,1,8,10,7.8,1,39
1565,1,8,14,8.6,1,43
1566,1,9,20,8.157894737,1,155
1567,1,9,11,8.931034483,1,259
1568,0,3,25,12.4375,1,398
1569,0,8,12,10.66666667,1,32
1570,1,3,10,6.916666667,1,83
1571,1,8,10,6,1,36
1572,1,8,16,9.75,0,39
1573,0,3,3,4.278688525,1,261
1574,1,8,10,7.272727273,0,80
1575,1,2,10,5.764705882,1,98
1576,1,8,9,8.2,1,41
1577,1,6,5,5,0,185
1578,1,8,25,25,0,25
1579,0,3,10,7.533333333,0,226
1580,0,8,9,9.2,1,46
1581,1,6,25,10.54545455,0,116
1582,0,8,21,17,0,51
1583,0,8,5,5.133333333,1,77
1584,0,8,10,10,0,40
1585,0,3,5,5.157894737,0,98
1586,0,8,9,4.5,0,54
1587,0,2,14,11.22222222,1,101
1588,0,8,15,9.777777778,0,176
1589,1,9,10,10.08695652,0,232
1590,0,8,20,12.5,0,25
1591,0,8,7,7.076923077,1,184
1592,1,8,19,19.43243243,1,719
1593,1,1,5,5.714285714,1,120
1594,1,6,10,5,0,80
1595,0,8,12,9.571428571,1,67
1596,0,8,12,11.81818182,1,130
1597,1,8,10,9.705882353,1,165
1598,1,8,3,4.090909091,1,45
1599,1,8,25,20.33333333,1,61
1600,1,1,7,4.024390244,0,165
1601,0,8,10,10,1,40
1602,0,8,12,10.7,1,107
1603,1,8,11,7.333333333,0,44
1604,1,6,15,10,1,120
1605,0,1,10,9.9,0,99
1606,1,8,7,6.6,1,33
1607,1,8,7,5,0,65
1608,1,4,11,9.8,1,98
1609,1,8,4,4.375,1,35
1610,1,8,25,25,0,25
1611,1,8,15,12.5,1,50
1612,1,8,21,18,1,36
1613,1,8,7,6.125,1,49
1614,0,8,25,20,0,80
1615,0,4,5,4.975,0,199
1616,0,5,10,10.25,0,164
1617,1,2,15,8.411764706,1,143
1618,1,8,10,6.666666667,0,20
1619,1,8,15,9.1,1,91
1620,1,0,10,10.875,0,87
1621,1,8,25,25,0,50
1622,1,9,11,11.28,1,282
1623,1,8,3,6.555555556,0,59
1624,0,8,20,20,0,20
1625,1,8,12,7.947368421,0,151
1626,1,8,50,36.66666667,0,110
1627,1,8,20,10.4,0,52
1628,0,9,25,15.3125,0,245
1629,1,8,16,17,0,51
1630,1,8,5,5.428571429,1,38
1631,1,2,10,5.875,0,47
1632,1,8,7,6.555555556,0,59
1633,0,5,10,6.6875,0,107
1634,1,5,5,6.928571429,0,97
1635,1,8,25,17.5,0,35
1636,1,8,25,7.875,1,63
